Player,Season,total_wickets,total_runs_conceded,total_balls_bowled,total_dot_balls,total_boundaries_conceded,total_innings_bowled,Economy_Rate,Balls_Per_Wicket,Dot_Ball_Percentage,z_wickets,z_economy,z_strike,z_economy_inv,z_strike_inv,Bowling_Impact_Score
BA Stokes,2017,14,305,264,108,41,12,6.931818181818182,18.857142857142858,40.909090909090914,1.5585533216498852,-0.8656725900523473,-0.3008161207201869,0.8656725900523473,0.3008161207201869,1.1620285220311692
BA Stokes,2018,9,293,222,73,39,13,7.918918918918919,24.666666666666668,32.88288288288289,0.657525942706821,-0.5681734141911461,0.3940203781883993,0.5681734141911461,-0.3940203781883993,0.47298823601783546
BA Stokes,2019,6,180,101,26,28,9,10.693069306930694,16.833333333333332,25.742574257425744,0.2781472829163035,0.8694478489099665,-0.5350986418712564,-0.8694478489099665,0.5350986418712564,-0.02758855278833454
BA Stokes,2020,2,145,90,19,19,8,9.666666666666668,45.0,21.11111111111111,-0.37199746885347906,0.6694325936490545,1.3376712643685154,-0.6694325936490545,-1.3376712643685154,-0.6060790756194071
BA Stokes,2021,0,12,6,2,2,1,12.0,,33.33333333333333,-0.6553653527941746,2.4150980026770075,,-2.4150980026770075,,
BA Stokes,2023,0,18,6,0,3,2,18.0,,0.0,-0.677698327828237,4.452449647807317,,-4.452449647807317,,
BAW Mendis,2008,1,24,24,9,3,1,6.0,24.0,37.5,-0.5550319084617491,-0.9506292867925412,0.3344829802459627,0.9506292867925412,-0.3344829802459627,-0.07025121065309405
BAW Mendis,2009,4,133,100,26,12,4,7.98,25.0,26.0,-0.03587388182005939,0.21155863566408573,0.19771103608429483,-0.21155863566408573,-0.19771103608429483,-0.1128548811129026
BAW Mendis,2010,2,60,48,12,5,2,7.5,24.0,25.0,-0.37049597160545433,-0.3992584791439068,0.22926999822077943,0.3992584791439068,-0.22926999822077943,-0.11838574037294478
BAW Mendis,2013,2,78,72,29,9,3,6.5,36.0,40.27777777777778,-0.3654315065381542,-0.6465383051110255,1.105168926712272,0.6465383051110255,-1.105168926712272,-0.172801176069518
BB McCullum,2008,0,0,0,0,0,4,,,0.0,-0.7229054535541496,,,,,
BB McCullum,2009,0,0,0,0,0,13,,,0.0,-0.7322492347976829,,,,,
BB McCullum,2010,0,0,0,0,0,5,,,0.0,-0.7358886929133128,,,,,
BB McCullum,2011,0,0,0,0,0,13,,,0.0,-0.7023003869943175,,,,,
BB McCullum,2012,0,0,0,0,0,12,,,0.0,-0.7175879219576333,,,,,
BB McCullum,2013,0,0,0,0,0,1,,,0.0,-0.6414414305515577,,,,,
BB McCullum,2014,0,0,0,0,0,14,,,0.0,-0.7346011154146876,,,,,
BB McCullum,2015,0,0,0,0,0,14,,,0.0,-0.729007588136351,,,,,
BB McCullum,2016,0,0,0,0,0,16,,,0.0,-0.7091639485108657,,,,,
BB McCullum,2017,0,0,0,0,0,11,,,0.0,-0.7187848652357918,,,,,
BB McCullum,2018,0,0,0,0,0,6,,,0.0,-0.7600661620678525,,,,,
BB Samantray,2012,0,0,0,0,0,1,,,0.0,-0.7175879219576333,,,,,
BB Samantray,2013,0,0,0,0,0,7,,,0.0,-0.6414414305515577,,,,,
BB Sran,2015,0,29,18,5,5,1,9.666666666666668,,27.77777777777778,-0.729007588136351,0.7691841646429692,,-0.7691841646429692,,
BB Sran,2016,14,398,297,107,53,14,8.04040404040404,21.214285714285715,36.02693602693603,1.656855137621917,-0.08508549271313397,-0.2786621598821246,0.08508549271313397,0.2786621598821246,0.9785952974883132
BB Sran,2017,0,28,12,4,5,1,14.0,,33.33333333333333,-0.7187848652357918,2.4467044217711025,,-2.4467044217711025,,
BB Sran,2018,6,209,132,45,30,6,9.5,22.0,34.090909090909086,0.1849952411152631,0.28318979289665963,0.1034996567624513,-0.28318979289665963,-0.1034996567624513,0.001265496230029143
BB Sran,2019,0,50,24,7,9,2,12.5,,29.166666666666668,-0.6646256128631671,1.696808330890648,,-1.696808330890648,,
BCJ Cutting,2014,2,31,24,9,5,1,7.75,12.0,37.5,-0.40128956453996373,-0.35057284558664487,-0.8204983688776012,0.35057284558664487,0.8204983688776012,0.00753734851065356
BCJ Cutting,2016,5,79,67,23,9,4,7.074626865671642,13.4,34.32835820895522,0.1358428679651281,-0.6263546108168327,-0.6684956669892221,0.6263546108168327,0.6684956669892221,0.3628943106742536
BCJ Cutting,2017,2,120,76,20,16,4,9.473684210526315,38.0,26.31578947368421,-0.39345083853783797,0.3255274692004585,1.2613686712441636,-0.3255274692004585,-1.2613686712441636,-0.503261502642573
BCJ Cutting,2018,2,165,102,23,24,9,9.705882352941178,51.0,22.54901960784314,-0.4450456943401473,0.3940510652122669,3.262912502269635,-0.3940510652122669,-3.262912502269635,-0.8524273267912064
BCJ Cutting,2019,1,27,12,2,5,3,13.5,12.0,16.666666666666664,-0.507496796899922,2.154690022288176,-0.8566876247605851,-2.154690022288176,0.8566876247605851,-0.7970271012673221
BE Hendricks,2014,4,119,72,25,16,3,9.916666666666666,18.0,34.72222222222222,-0.06797801366523976,0.7578351603847372,-0.44121747343367457,-0.7578351603847372,0.44121747343367457,-0.19855583461625187
BE Hendricks,2015,7,104,78,27,15,4,8.0,11.142857142857142,34.61538461538461,0.3527799878262167,-0.17315447230952327,-0.7980173165044165,0.17315447230952327,0.7980173165044165,0.36567793247293867
BJ Haddin,2011,0,0,0,0,0,1,,,0.0,-0.7023003869943175,,,,,
BJ Hodge,2008,0,0,0,0,0,3,,,0.0,-0.7229054535541496,,,,,
BJ Hodge,2009,7,153,120,34,15,12,7.6499999999999995,17.142857142857142,28.333333333333332,0.4864076329131582,0.05545499350457888,-0.34793340073038753,-0.05545499350457888,0.34793340073038753,0.3030777101604215
BJ Hodge,2010,2,41,30,8,4,4,8.2,15.0,26.666666666666668,-0.37049597160545433,-0.07856372882835043,-0.5253807792346071,0.07856372882835043,0.5253807792346071,-0.10139654884930369
BJ Hodge,2011,8,76,66,28,9,14,6.90909090909091,8.25,42.42424242424242,0.6710870364612368,-0.470968105976904,-1.316106745485443,0.470968105976904,1.316106745485443,0.7078043136695679
BJ Hodge,2012,1,21,12,2,3,12,10.5,12.0,16.666666666666664,-0.560170734877079,0.7741254706518915,-0.8285346150216287,-0.7741254706518915,0.8285346150216287,-0.41605135312471664
BJ Hodge,2013,0,3,6,3,0,14,3.0,,50.0,-0.6414414305515577,-2.5016342094416584,,2.5016342094416584,,
BJ Hodge,2014,0,0,0,0,0,4,,,0.0,-0.7346011154146876,,,,,
BJ Rohrer,2013,0,11,6,1,2,8,11.0,,16.666666666666664,-0.6414414305515577,1.7385850004569308,,-1.7385850004569308,,
BKG Mendis,2025,0,0,0,0,0,1,,,0.0,-0.6918613917164442,,,,,
BMAJ Mendis,2013,1,36,30,11,4,3,7.199999999999999,30.0,36.666666666666664,-0.5034364685448559,-0.2755191242448994,0.6075325793255637,0.2755191242448994,-0.6075325793255637,-0.28536420732503553
BR Dunk,2014,0,0,0,0,0,3,,,0.0,-0.7346011154146876,,,,,
BR Sharath,2024,0,0,0,0,0,1,,,0.0,-0.6654600843005194,,,,,
BW Hilfenhaus,2012,14,220,204,103,32,9,6.470588235294118,14.571428571428571,50.49019607843137,1.4862526971701275,-0.7706448218903086,-0.6405147130178166,0.7706448218903086,0.6405147130178166,1.1447096369633354
BW Hilfenhaus,2014,9,238,168,70,37,8,8.5,18.666666666666668,41.66666666666667,0.7653008635215701,0.033106848788064414,-0.39907515171768265,-0.033106848788064414,0.39907515171768265,0.4708446930580967
Basil Thampi,2017,15,414,268,76,57,12,9.26865671641791,17.866666666666667,28.35820895522388,1.7212203349988622,0.2294450005053982,-0.3816455825929692,-0.2294450005053982,0.3816455825929692,0.9350845214867002
Basil Thampi,2018,5,113,61,16,16,4,11.114754098360656,12.2,26.229508196721312,0.027485007251410516,1.1526848771705869,-0.9641639944779072,-1.1526848771705869,0.9641639944779072,-0.1860641099912142
Basil Thampi,2019,0,109,72,17,15,3,9.083333333333332,,23.61111111111111,-0.6646256128631671,0.13237921861576007,,-0.13237921861576007,,
Basil Thampi,2020,1,46,24,5,7,1,11.5,24.0,20.833333333333336,-0.5204007144067286,1.6946986305988303,-0.1762902322344915,-1.6946986305988303,0.1762902322344915,-0.7681864472681761
Basil Thampi,2022,5,146,96,38,21,5,9.125,19.2,39.58333333333333,0.03460156208903256,0.012134189642316676,-0.25767277852091675,-0.012134189642316676,0.25767277852091675,0.05404151903441042
Bipul Sharma,2010,4,94,60,14,10,4,9.4,15.0,23.333333333333332,-0.005103250297595834,0.4711987002840329,-0.5253807792346071,-0.4711987002840329,0.5253807792346071,-0.0653592808636965
Bipul Sharma,2011,4,71,72,27,7,4,5.916666666666667,18.0,37.5,-0.015606675266540377,-0.7941695738166857,-0.3920404080993212,0.7941695738166857,0.3920404080993212,0.2884732619633067
Bipul Sharma,2012,0,73,46,13,9,4,9.521739130434781,,28.26086956521739,-0.7175879219576333,0.39908603117401636,,-0.39908603117401636,,
Bipul Sharma,2013,1,21,24,11,2,1,5.25,24.0,45.83333333333333,-0.5034364685448559,-1.30907255665768,0.10989623193885538,1.30907255665768,-0.10989623193885538,0.09934727450680489
Bipul Sharma,2015,4,50,42,17,5,3,7.142857142857142,10.5,40.476190476190474,-0.11084325901488373,-0.6577857713136622,-0.8349926178373366,0.6577857713136622,0.8349926178373366,0.26162083161151306
Bipul Sharma,2016,5,121,84,21,14,6,8.642857142857142,16.8,25.0,0.1358428679651281,0.2525589122232144,-0.49887889424426923,-0.2525589122232144,0.49887889424426923,0.07377773785049652
Bipul Sharma,2017,3,127,98,28,12,7,7.775510204081632,32.666666666666664,28.57142857142857,-0.23078382518886104,-0.4702914112015793,0.8261331073137972,0.4702914112015793,-0.8261331073137972,-0.10976364659046936
