Player,Season,total_wickets,total_runs_conceded,total_balls_bowled,total_innings_bowled,Economy_Rate,Balls_Per_Wicket,z_wickets,z_economy,z_strike,z_economy_inv,z_strike_inv,Bowling_Impact_Score
DJ Muthuswami,2015,4,101,84,6,7.2142857142857135,21.0,-0.11084325901488373,-0.6173998297299842,-0.23106269606630986,0.6173998297299842,0.23106269606630986,0.19532771530799906
DJ Thornely,2008,3,38,42,5,5.428571428571429,14.0,-0.21928481827694818,-1.1658056306212012,-0.7647700703403423,1.1658056306212012,0.7647700703403423,0.4131050721299977
DJ Willey,2018,2,94,60,3,9.4,30.0,-0.4450456943401473,0.22934288920050797,0.9750618210402949,-0.22934288920050797,-0.9750618210402949,-0.44905213154629564
DJ Willey,2022,1,72,66,4,6.545454545454545,66.0,-0.5630617830851667,-0.7859182269598793,4.180339681870326,0.7859182269598793,-4.180339681870326,-0.6335104643871745
DJ Willey,2023,4,101,90,4,6.733333333333333,22.5,-0.05510953435086767,-1.0630669834249387,-0.05295021713536111,1.0630669834249387,0.05295021713536111,0.35246120959359883
DJG Sammy,2013,11,161,134,10,7.208955223880597,12.181818181818182,0.8682281680454035,-0.27077261020396765,-0.8702965735198125,0.27077261020396765,0.8702965735198125,0.6594289836220623
DJG Sammy,2014,3,153,84,10,10.928571428571429,28.0,-0.23463378910260174,1.275498240096647,0.1909173523062031,-1.275498240096647,-0.1909173523062031,-0.5923788814310578
DJG Sammy,2015,0,25,18,2,8.333333333333332,,-0.729007588136351,0.015313255080974421,,-0.015313255080974421,,
DJM Short,2018,1,19,18,7,6.333333333333334,18.0,-0.602555928204,-1.4219621574814814,-0.33228142537647054,1.4219621574814814,0.33228142537647054,0.24625100482298906
DL Chahar,2016,0,38,30,2,7.6,,-0.7091639485108657,-0.33190961818995657,,0.33190961818995657,,
DL Chahar,2017,1,72,42,3,10.285714285714285,42.0,-0.556117851886815,0.706070842751338,1.5877953441919386,-0.706070842751338,-1.5877953441919386,-0.7633530225351666
DL Chahar,2018,10,258,229,12,6.759825327510917,22.9,0.8150361765706735,-1.1923094241048806,0.20155040024370857,1.1923094241048806,-0.20155040024370857,0.7945938266854886
DL Chahar,2019,22,463,387,17,7.178294573643411,17.59090909090909,2.7922083383282255,-0.7399031508489099,-0.484692845180139,0.7399031508489099,0.484692845180139,1.727774198738252
DL Chahar,2020,12,387,312,14,7.4423076923076925,26.0,1.1120349866790171,-0.5745090665662343,-0.03210342303420514,0.5745090665662343,0.03210342303420514,0.7619111800928213
DL Chahar,2021,16,436,324,15,8.074074074074074,20.25,1.8050006643995984,-0.015286829481625387,-0.243480744537265,0.015286829481625387,0.243480744537265,0.9443728341989578
DL Chahar,2023,13,286,204,10,8.411764705882351,15.692307692307692,1.3457152509732135,-0.24140282812824412,-0.5417470647648412,0.24140282812824412,0.5417470647648412,0.8386106750462184
DL Chahar,2024,5,197,141,8,8.382978723404255,28.2,0.12567278042535412,-0.5309702094213906,0.38108962842799476,0.5309702094213906,-0.38108962842799476,0.19151251924596457
DL Chahar,2025,12,353,246,14,8.609756097560975,20.5,1.2233258517892838,-0.5360778922579493,-0.1987190360756649,0.5360778922579493,0.1987190360756649,0.8290980435962739
DL Vettori,2008,2,54,48,2,6.75,24.0,-0.38715836336934867,-0.668210335517425,0.3344829802459627,0.668210335517425,-0.3344829802459627,-0.009878011290469987
DL Vettori,2009,10,179,139,7,7.726618705035971,13.9,1.0086891476463757,0.09169880839445795,-0.57313574101572,-0.09169880839445795,0.57313574101572,0.5582203520374855
DL Vettori,2010,3,95,70,3,8.142857142857142,23.333333333333332,-0.1877996109515251,-0.10474289211941619,0.17336994063149144,0.10474289211941619,-0.17336994063149144,-0.08324528432869059
DL Vettori,2011,13,309,310,13,5.980645161290322,23.846153846153847,1.5294541761209584,-0.7733337835481672,0.1620348711223375,0.7733337835481672,-0.1620348711223375,1.011088681633987
DL Vettori,2012,6,234,210,9,6.685714285714286,35.0,0.22691520052569267,-0.6881711628932693,0.8531989529013575,0.6881711628932693,-0.8531989529013575,0.22633766434028693
DM Bravo,2017,0,0,0,1,,,-0.7187848652357918,,,,,
DNT Zoysa,2008,2,93,66,3,8.454545454545455,33.0,-0.38715836336934867,-0.026349082619433403,1.3238107257736371,0.026349082619433403,-1.3238107257736371,-0.3829286116339182
DP Conway,2022,0,0,0,7,,,-0.7124776193787166,,,,,
DP Conway,2023,0,0,0,15,,,-0.677698327828237,,,,,
DP Conway,2025,0,0,0,6,,,-0.6918613917164442,,,,,
DP Nannes,2009,20,349,297,13,7.050505050505051,14.85,2.7496275300904345,-0.22813090065418107,-0.5071623682008539,0.22813090065418107,0.5071623682008539,1.5307339355043088
DP Nannes,2010,11,208,206,9,6.058252427184466,18.727272727272727,1.273771274279909,-1.0597740189755318,-0.21284863907631577,1.0597740189755318,0.21284863907631577,1.039733839642838
DP Nannes,2011,2,30,24,2,7.5,12.0,-0.35895353113042894,-0.2785275373394771,-0.96069661572155,0.2785275373394771,0.96069661572155,0.06211236486183501
DP Nannes,2013,5,145,119,5,7.310924369747898,23.8,0.043481539918267385,-0.2167261688135326,0.09330835369263182,0.2167261688135326,-0.09330835369263182,0.08359867598997532
DP Vijaykumar,2008,4,190,152,9,7.5,38.0,-0.051411273184547704,-0.3857913842423088,1.8734372510667896,0.3857913842423088,-1.8734372510667896,-0.1716942397674842
DPMD Jayawardene,2008,0,0,0,12,,,-0.7229054535541496,,,,,
DPMD Jayawardene,2009,0,0,0,10,,,-0.7322492347976829,,,,,
DPMD Jayawardene,2010,0,0,0,13,,,-0.7358886929133128,,,,,
DPMD Jayawardene,2011,0,0,0,13,,,-0.7023003869943175,,,,,
DPMD Jayawardene,2012,0,0,0,15,,,-0.7175879219576333,,,,,
DPMD Jayawardene,2013,0,0,0,15,,,-0.643807316854346,,,,,
DR Martyn,2010,0,0,0,1,,,-0.7358886929133128,,,,,
DR Sams,2020,0,109,72,3,9.083333333333332,,-0.6688039599599783,0.3432115818923061,,-0.3432115818923061,,
DR Sams,2021,1,37,36,2,6.166666666666666,36.0,-0.5015924767195639,-1.1960870073700185,0.9630069914606846,1.1960870073700185,-0.9630069914606846,0.023383165500621805
