Player,Season,total_wickets,total_runs_conceded,total_balls_bowled,total_innings_bowled,Economy_Rate,Balls_Per_Wicket,z_wickets,z_economy,z_strike,z_economy_inv,z_strike_inv,Bowling_Impact_Score
LH Ferguson,2017,5,84,78,4,6.461538461538462,15.6,0.09455020150909281,-1.0860607711506671,-0.5666206972633749,1.0860607711506671,0.5666206972633749,0.5123894752467861
LH Ferguson,2019,2,178,102,5,10.470588235294118,51.0,-0.3503679809366769,0.7675778395250765,1.738202788898137,-0.7675778395250765,-1.738202788898137,-0.7045666526368358
LH Ferguson,2020,9,143,122,5,7.032786885245902,13.555555555555555,0.6668252500192683,-0.8035278528778975,-0.9292657913915425,0.8035278528778975,0.9292657913915425,0.7540372422256296
LH Ferguson,2021,14,217,180,8,7.2333333333333325,12.857142857142858,1.4974549122503766,-0.5357560341042769,-0.8097913144954861,0.5357560341042769,0.8097913144954861,1.057710765236008
LH Ferguson,2022,15,411,286,13,8.622377622377623,19.066666666666666,1.5287599250245307,-0.14336568821138096,-0.2703166886644815,0.14336568821138096,0.2703166886644815,0.855105456685921
LH Ferguson,2023,1,80,46,3,10.434782608695652,46.0,-0.5220511294588948,0.7489512152073203,1.6343654546251605,-0.7489512152073203,-1.6343654546251605,-0.7683133082457835
LH Ferguson,2024,10,248,144,7,10.333333333333334,14.4,0.9168056451512276,0.07001244625810343,-0.6467407902214322,-0.07001244625810343,0.6467407902214322,0.5309095849184925
LH Ferguson,2025,6,93,68,4,8.205882352941178,11.333333333333334,0.26573223003641977,-0.668695305783304,-0.8580329243348593,0.668695305783304,0.8580329243348593,0.49561441069259515
LI Meriwala,2021,1,27,18,1,9.0,18.0,-0.5015924767195639,0.5579171403671087,-0.41583613539411496,-0.5579171403671087,0.41583613539411496,-0.3836918171791527
LJ Wright,2012,0,24,12,1,12.0,,-0.7175879219576333,1.3491859445179661,,-1.3491859445179661,,
LJ Wright,2013,2,96,59,6,9.76271186440678,29.5,-0.36889177414530067,1.0827883853666833,0.5660628837100047,-1.0827883853666833,-0.5660628837100047,-0.6483312545074902
LMP Simmons,2014,1,34,18,8,11.333333333333332,18.0,-0.5679453399773257,1.48256347198141,-0.44121747343367457,-1.48256347198141,0.44121747343367457,-0.7366872641671052
LMP Simmons,2015,0,0,0,13,,,-0.729007588136351,,,,,
LMP Simmons,2016,0,0,0,1,,,-0.7091639485108657,,,,,
LMP Simmons,2017,0,0,0,7,,,-0.7187848652357918,,,,,
LPC Silva,2008,0,21,6,3,21.0,,-0.7229054535541496,4.697749738709783,,-4.697749738709783,,
LR Shukla,2008,6,111,72,13,9.25,12.0,0.28433581700025323,0.2731861687329624,-0.9846206804576032,-0.2731861687329624,0.9846206804576032,0.19424585151223026
LR Shukla,2009,5,95,84,8,6.785714285714286,16.8,0.13821995642434648,-0.35338787881793765,-0.3717433397913918,0.35338787881793765,0.3717433397913918,0.24855723676716018
LR Shukla,2010,3,106,72,4,8.833333333333334,24.0,-0.1877996109515251,0.21158866431429665,0.22926999822077943,-0.21158866431429665,-0.22926999822077943,-0.20234633771888327
LR Shukla,2011,0,0,0,1,,,-0.7023003869943175,,,,,
LR Shukla,2012,1,12,12,9,6.0,12.0,-0.560170734877079,-0.951055950946332,-0.8285346150216287,0.951055950946332,0.8285346150216287,0.177064407645921
LR Shukla,2013,1,22,18,3,7.333333333333334,18.0,-0.5063495454998234,-0.2048488040799222,-0.3877401154478529,0.2048488040799222,0.3877401154478529,-0.12331667400476098
LR Shukla,2014,1,81,56,5,8.678571428571429,56.0,-0.5679453399773257,0.12445915697251914,1.9608948643778605,-0.12445915697251914,-1.9608948643778605,-0.6216676045857237
LRPL Taylor,2008,0,0,0,4,,,-0.7229054535541496,,,,,
LRPL Taylor,2009,0,12,6,11,12.0,,-0.7322492347976829,2.1131848219708,,-2.1131848219708,,
LRPL Taylor,2010,0,0,0,7,,,-0.7358886929133128,,,,,
LRPL Taylor,2011,0,11,6,11,11.0,,-0.7023003869943175,0.8613127538206685,,-0.8613127538206685,,
LRPL Taylor,2012,0,0,0,12,,,-0.7175879219576333,,,,,
LRPL Taylor,2013,0,0,0,5,,,-0.643807316854346,,,,,
LRPL Taylor,2014,0,0,0,4,,,-0.7346011154146876,,,,,
LS Livingstone,2019,0,13,6,4,13.0,,-0.6646256128631671,1.9257491765894121,,-1.9257491765894121,,
LS Livingstone,2021,0,0,0,5,,,-0.6553653527941746,,,,,
LS Livingstone,2022,6,196,138,14,8.521739130434783,23.0,0.18401739838258238,-0.17450093785649204,0.10267866057067997,0.17450093785649204,-0.10267866057067997,0.1376822283554614
LS Livingstone,2023,2,94,42,9,13.428571428571429,21.0,-0.3664039310895524,2.2145392648897495,-0.1606512174605008,-2.2145392648897495,0.1606512174605008,-0.9341930256371134
LS Livingstone,2024,3,81,72,7,6.75,24.0,-0.19078036546499527,-1.0341565965857669,0.0682716749259953,1.0341565965857669,-0.0682716749259953,0.25632387483362146
LS Livingstone,2025,2,76,54,9,8.444444444444445,27.0,-0.3726635177988229,-0.5903602122997069,0.2687944483263094,0.5903602122997069,-0.2687944483263094,-0.02002485184346045
Lalit Yadav,2021,4,101,84,7,7.2142857142857135,21.0,-0.0402738484957314,-0.5475476586268793,-0.1860289475849817,0.5475476586268793,0.1860289475849817,0.19940909840928928
Lalit Yadav,2022,4,142,108,10,7.888888888888889,27.0,-0.11481427420451726,-0.37029034087826557,0.4819959648776238,0.37029034087826557,-0.4819959648776238,-0.00010491252650925154
Lalit Yadav,2023,3,114,78,6,8.769230769230768,26.0,-0.21075673272021003,-0.06640785616084922,0.19835211695663146,0.06640785616084922,-0.19835211695663146,-0.1118884342473025
Lalit Yadav,2024,0,56,18,2,18.666666666666668,,-0.6654600843005194,2.637847429615941,,-2.637847429615941,,
Liton Das,2023,0,0,0,1,,,-0.677698327828237,,,,,
M Ashwin,2016,7,234,171,10,8.210526315789474,24.428571428571427,0.4738455945555256,0.01025941331364523,-0.11831016884172812,-0.01025941331364523,0.11831016884172812,0.2510785279442462
M Ashwin,2018,3,50,42,2,7.142857142857142,14.0,-0.2875354604762947,-0.9860586513697767,-0.7680625075153924,0.9860586513697767,0.7680625075153924,0.3165621738685833
M Ashwin,2019,5,247,204,10,7.26470588235294,40.8,0.12101846695305836,-0.7003369946611168,1.0595391422489326,0.7003369946611168,-1.0595391422489326,0.14669631027058014
M Ashwin,2020,10,233,189,9,7.396825396825397,18.9,0.8152284955725179,-0.5999444044792407,-0.5439665956952219,0.5999444044792407,0.5439665956952219,0.6991897787082764
M Ashwin,2021,1,91,66,3,8.272727272727273,66.0,-0.5015924767195639,0.10769147677683052,3.261078869552017,-0.10769147677683052,-3.261078869552017,-0.7776500856644751
M Ashwin,2022,9,223,174,8,7.689655172413793,19.333333333333332,0.6322649072632318,-0.43192869992381494,-0.245028868377352,0.43192869992381494,0.245028868377352,0.5040618288615539
M Ashwin,2023,0,52,24,2,13.0,,-0.677698327828237,2.004735166491227,,-2.004735166491227,,
M Jansen,2021,3,40,36,2,6.666666666666667,12.0,-0.19404672457034222,-0.8865568636517015,-0.8754505110123815,0.8865568636517015,0.8754505110123815,0.34458911664478165
M Jansen,2022,7,261,192,8,8.15625,27.428571428571427,0.33343323467613223,-0.28757492276004987,0.5226371046247962,0.28757492276004987,-0.5226371046247962,0.18897227461036414
M Jansen,2023,10,231,162,8,8.555555555555555,16.2,0.8787736558651864,-0.17101103912307491,-0.5052944185009478,0.17101103912307491,0.5052944185009478,0.5750348544008116
M Jansen,2024,2,115,60,3,11.5,30.0,-0.34900693841017,0.42950934392820045,0.5151544656431375,-0.42950934392820045,-0.5151544656431375,-0.40210490942642574
M Jansen,2025,16,417,283,14,8.840989399293287,17.6875,1.8617215996245264,-0.4601493061461303,-0.40100852451882685,0.4601493061461303,0.40100852451882685,1.1520643356412328
M Kaif,2008,0,0,0,14,,,-0.7229054535541496,,,,,
M Kaif,2010,0,0,0,3,,,-0.7358886929133128,,,,,
M Kaif,2011,0,0,0,4,,,-0.7023003869943175,,,,,
M Kaif,2012,0,0,0,1,,,-0.7175879219576333,,,,,
M Kartik,2008,5,126,88,5,8.590909090909092,17.6,0.11646227190785277,0.024999817612406033,-0.36903897212927234,-0.024999817612406033,0.36903897212927234,0.10483704560897512
M Kartik,2009,5,189,204,10,5.5588235294117645,40.8,0.13821995642434648,-0.9337579260623464,1.2949523944789103,0.9337579260623464,-1.2949523944789103,0.2016823931621579
M Kartik,2010,10,248,234,10,6.3589743589743595,23.4,1.0910749136259796,-0.922002669218715,0.1789599463904202,0.922002669218715,-0.1789599463904202,0.841394399080977
M Kartik,2011,2,157,125,6,7.536,62.5,-0.35895353113042894,-0.26680346577325864,3.825493131765541,0.26680346577325864,-3.825493131765541,-0.659919522309405
M Kartik,2012,4,251,216,11,6.972222222222221,54.0,-0.08791917363541599,-0.5783315697368395,2.2424571177073025,0.5783315697368395,-2.2424571177073025,-0.17791210506590954
M Kartik,2013,11,275,234,11,7.051282051282051,21.272727272727273,0.8682281680454035,-0.354343712121219,-0.11630210778237562,0.354343712121219,0.11630210778237562,0.5755796994324848
M Kartik,2014,2,90,48,2,11.25,24.0,-0.40128956453996373,1.439932394828665,-0.061936577989747964,-1.439932394828665,0.061936577989747964,-0.6953306337615524
M Klinger,2011,0,0,0,4,,,-0.7023003869943175,,,,,
M Manhas,2009,0,0,0,6,,,-0.7322492347976829,,,,,
M Manhas,2010,0,0,0,8,,,-0.7358886929133128,,,,,
M Manhas,2011,0,42,42,10,6.0,,-0.7023003869943175,-0.7670305192652538,,0.7670305192652538,,
M Manhas,2012,0,0,0,7,,,-0.7175879219576333,,,,,
M Manhas,2013,0,0,0,2,,,-0.643807316854346,,,,,
M Manhas,2014,0,0,0,5,,,-0.7346011154146876,,,,,
M Markande,2018,15,364,264,14,8.272727272727273,17.6,1.6025873458899367,-0.3776585706470216,-0.37585953359036256,0.3776585706470216,0.37585953359036256,0.9898531027099803
M Markande,2019,1,58,36,3,9.666666666666668,36.0,-0.507496796899922,0.39947687193098586,0.7401680144140133,-0.39947687193098586,-0.7401680144140133,-0.5045905057879081
M Markande,2021,0,26,18,1,8.666666666666666,,-0.6553653527941746,0.351563711221564,,-0.351563711221564,,
M Markande,2022,1,57,42,2,8.142857142857142,42.0,-0.5630617830851667,-0.29171836671031315,1.9044358560286632,0.29171836671031315,-1.9044358560286632,-0.46509484159827325
M Markande,2023,12,297,228,10,7.815789473684211,19.0,1.1900680526038712,-0.5331582693996658,-0.3042525512273537,0.5331582693996658,0.3042525512273537,0.8272773032759216
M Markande,2024,7,248,132,7,11.272727272727273,18.857142857142858,0.4421259263157035,0.35947748074571423,-0.3147707171172694,-0.35947748074571423,0.3147707171172694,0.1424614524644422
M Morkel,2009,1,38,42,2,5.428571428571429,42.0,-0.558155396553277,-0.9953725543656909,1.3782871811924258,0.9953725543656909,-1.3782871811924258,-0.13744038142751053
M Morkel,2010,0,62,42,2,8.857142857142858,,-0.7358886929133128,0.2224966490189074,,-0.2224966490189074,,
M Morkel,2011,14,305,258,11,7.093023255813954,18.428571428571427,1.7011276040529026,-0.4110671060790289,-0.3514221075548765,0.4110671060790289,0.3514221075548765,1.047150605287343
M Morkel,2012,30,434,378,16,6.888888888888889,12.6,4.004927690458997,-0.6102793738405099,-0.7846633045540726,0.6102793738405099,0.7846633045540726,2.333761121756788
M Morkel,2013,8,327,240,10,8.175,30.0,0.45585485398183545,0.2412575919614919,0.6075325793255637,-0.2412575919614919,-0.6075325793255637,0.05235738290556102
M Morkel,2014,13,339,288,12,7.0625,22.153846153846153,1.4319239652710178,-0.7022792320967951,-0.17863839197249465,0.7022792320967951,0.17863839197249465,0.9885554726652613
M Morkel,2015,12,200,168,7,7.142857142857142,14.0,1.125485399228051,-0.6577857713136622,-0.633682643913661,0.6577857713136622,0.633682643913661,0.8880201161608563
M Morkel,2016,10,290,213,10,8.169014084507044,21.3,0.9808496844411219,-0.013006086642888593,-0.274386106787714,0.013006086642888593,0.274386106787714,0.536134888563729
M Muralitharan,2008,11,377,348,15,6.5,31.636363636363637,1.1237035424622557,-0.7623499859424637,1.1739125825118684,0.7623499859424637,-1.1739125825118684,0.6525873789342098
M Muralitharan,2009,16,257,300,13,5.140000000000001,18.75,2.0532521771128107,-1.1318787695874237,-0.23632431138192975,1.1318787695874237,0.23632431138192975,1.458232304619293
M Muralitharan,2010,16,320,292,12,6.575342465753424,18.25,2.1872530775495553,-0.8228767892476265,-0.2528679984868286,0.8228767892476265,0.2528679984868286,1.4195636147844712
M Muralitharan,2011,2,137,114,5,7.2105263157894735,57.0,-0.35895353113042894,-0.372800042623399,3.3042249414451645,0.372800042623399,-3.3042249414451645,-0.5446304918637995
M Muralitharan,2012,15,255,240,10,6.375,16.0,1.6436698842506818,-0.8072908324798134,-0.5360592119045876,0.8072908324798134,0.5360592119045876,1.1847956152789636
M Muralitharan,2013,3,174,138,6,7.565217391304348,46.0,-0.231434002790778,-0.08194389944518089,1.9345628390234526,0.08194389944518089,-1.9345628390234526,-0.3772210624430936
M Muralitharan,2014,4,121,96,5,7.5625,24.0,-0.06797801366523976,-0.4464927691803222,-0.061936577989747964,0.4464927691803222,0.061936577989747964,0.1315739490789551
M Ntini,2008,8,237,210,9,6.771428571428571,26.25,0.6200829071850542,-0.6601412226238503,0.5818149166278813,0.6601412226238503,-0.5818149166278813,0.4538186440166925
M Pathirana,2022,2,41,41,2,6.0,20.5,-0.41364594679161687,-0.9546693987524141,-0.13439465462115993,0.9546693987524141,0.13439465462115993,0.14747051436071046
M Pathirana,2023,22,329,278,12,7.100719424460431,12.636363636363637,2.746540036297295,-0.8832157323277567,-0.7611658859400675,0.8832157323277567,0.7611658859400675,1.7965704073543725
M Pathirana,2024,13,154,132,6,7.0,10.153846153846153,1.391485363986752,-0.9571215470850316,-0.9629963036520252,0.9571215470850316,0.9629963036520252,1.1751846690209409
M Pathirana,2025,14,387,251,12,9.250996015936256,17.928571428571427,1.542523725706905,-0.3255180810372555,-0.3836694255094131,0.3255180810372555,0.3836694255094131,0.9427436050429039
M Prasidh Krishna,2018,12,251,168,7,8.964285714285715,14.0,1.1300566442983788,-0.005275762618438927,-0.7680625075153924,0.005275762618438927,0.7680625075153924,0.6820842151929519
M Prasidh Krishna,2019,5,374,248,11,9.048387096774194,49.6,0.12101846695305836,0.11637797671208376,1.6450528766129524,-0.11637797671208376,-1.6450528766129524,-0.226980989864643
M Prasidh Krishna,2020,4,160,105,6,9.142857142857142,26.25,-0.07519097774697983,0.3764994402348317,-0.014080071884169343,-0.3764994402348317,0.014080071884169343,-0.1672582821730556
M Prasidh Krishna,2021,12,322,231,10,8.363636363636363,19.25,1.189909160101155,0.16396968472561474,-0.3200831404736428,-0.16396968472561474,0.3200831404736428,0.5855776614676589
M Prasidh Krishna,2022,20,504,399,17,7.578947368421052,19.95,2.27583910649228,-0.4661791646161292,-0.18655078396336477,0.4661791646161292,0.18655078396336477,1.32906487845629
M Prasidh Krishna,2025,26,477,354,15,8.084745762711865,13.615384615384615,3.4577109692126333,-0.7084721456831481,-0.6938960402647383,0.7084721456831481,0.6938960402647383,2.080905141635129
M Rawat,2008,0,0,0,7,,,-0.7229054535541496,,,,,
M Rawat,2009,0,0,0,3,,,-0.7322492347976829,,,,,
M Rawat,2013,0,0,0,1,,,-0.643807316854346,,,,,
M Shahrukh Khan,2021,0,0,0,10,,,-0.6553653527941746,,,,,
M Shahrukh Khan,2022,0,0,0,8,,,-0.7124776193787166,,,,,
M Shahrukh Khan,2023,0,0,0,12,,,-0.677698327828237,,,,,
M Shahrukh Khan,2024,0,15,12,7,7.5,,-0.6654600843005194,-0.8030514480835614,,0.8030514480835614,,
M Shahrukh Khan,2025,1,13,6,11,13.0,6.0,-0.5322624547576336,0.9055181481952908,-1.2416337320492998,-0.9055181481952908,1.2416337320492998,-0.39681751943977356
M Siddharth,2024,1,62,54,3,6.888888888888889,54.0,-0.5072335113553447,-0.991359346863136,2.302685628511706,0.991359346863136,-2.302685628511706,-0.25204382855233065
M Siddharth,2025,2,65,42,2,9.285714285714286,21.0,-0.3726635177988229,-0.31411786698181515,-0.1627564603524361,0.31411786698181515,0.1627564603524361,-0.05197703640291074
M Theekshana,2022,12,259,210,9,7.4,17.5,1.0805124161438813,-0.5215413911515746,-0.4188826328513678,0.5215413911515746,0.4188826328513678,0.785628089902697
M Theekshana,2023,11,387,294,13,7.8979591836734695,26.727272727272727,1.0344208542345288,-0.49293267158641535,0.25057078378094155,0.49293267158641535,-0.25057078378094155,0.6521512446053686
M Theekshana,2024,2,143,120,5,7.15,60.0,-0.34900693841017,-0.9109005173845904,2.7495684192288485,0.9109005173845904,-2.7495684192288485,-0.26812355100480556
M Theekshana,2025,11,384,252,11,9.142857142857142,22.90909090909091,1.063726914830473,-0.3610269444886274,-0.025444807591017003,0.3610269444886274,0.025444807591017003,0.6620396091249087
M Tiwari,2025,0,14,6,2,14.0,,-0.6918613917164442,1.2338816907429733,,-1.2338816907429733,,
M Vijay,2009,0,0,0,4,,,-0.7322492347976829,,,,,
M Vijay,2010,0,0,0,15,,,-0.7358886929133128,,,,,
M Vijay,2011,0,0,0,16,,,-0.7023003869943175,,,,,
M Vijay,2012,0,0,0,13,,,-0.7175879219576333,,,,,
M Vijay,2013,0,0,0,15,,,-0.643807316854346,,,,,
M Vijay,2014,0,13,6,11,13.0,,-0.7346011154146876,2.3351850150363203,,-2.3351850150363203,,
M Vijay,2015,0,28,24,11,7.0,,-0.729007588136351,-0.7385576544810184,,0.7385576544810184,,
M Vijay,2016,0,7,6,14,7.0,,-0.7091639485108657,-0.6681791836331508,,0.6681791836331508,,
M Vijay,2018,0,0,0,1,,,-0.7600661620678525,,,,,
M Vijay,2019,0,0,0,2,,,-0.6646256128631671,,,,,
M Vijay,2020,0,0,0,3,,,-0.6688039599599783,,,,,
M Vohra,2013,0,0,0,10,,,-0.643807316854346,,,,,
M Vohra,2014,0,0,0,8,,,-0.7346011154146876,,,,,
M Vohra,2015,0,0,0,7,,,-0.729007588136351,,,,,
M Vohra,2016,0,0,0,7,,,-0.7091639485108657,,,,,
M Vohra,2017,0,0,0,9,,,-0.7187848652357918,,,,,
M Vohra,2018,0,0,0,4,,,-0.7600661620678525,,,,,
M Vohra,2021,0,0,0,4,,,-0.6553653527941746,,,,,
M Vohra,2022,0,0,0,1,,,-0.7124776193787166,,,,,
M Vohra,2023,0,0,0,1,,,-0.677698327828237,,,,,
M de Lange,2012,3,103,60,3,10.299999999999999,20.0,-0.24533636071597031,0.6974507408030812,-0.24358380878754657,-0.6974507408030812,0.24358380878754657,-0.33023836832093156
M de Lange,2014,2,29,24,1,7.25,12.0,-0.40128956453996373,-0.6063593085031177,-0.8204983688776012,0.6063593085031177,0.8204983688776012,0.1346557310377495
M de Lange,2015,1,24,24,1,6.0,24.0,-0.5744665058559842,-1.3039608366525135,-0.05851128984601651,1.3039608366525135,0.05851128984601651,0.17792973337729
MA Agarwal,2011,0,0,0,7,,,-0.7023003869943175,,,,,
MA Agarwal,2012,0,0,0,12,,,-0.7175879219576333,,,,,
MA Agarwal,2013,0,0,0,5,,,-0.643807316854346,,,,,
MA Agarwal,2014,0,0,0,8,,,-0.7346011154146876,,,,,
MA Agarwal,2015,0,0,0,10,,,-0.729007588136351,,,,,
MA Agarwal,2016,0,0,0,3,,,-0.7091639485108657,,,,,
MA Agarwal,2017,0,0,0,3,,,-0.7187848652357918,,,,,
MA Agarwal,2018,0,0,0,11,,,-0.7600661620678525,,,,,
MA Agarwal,2019,0,0,0,13,,,-0.6646256128631671,,,,,
MA Agarwal,2020,0,0,0,11,,,-0.6688039599599783,,,,,
MA Agarwal,2021,0,0,0,12,,,-0.6553653527941746,,,,,
MA Agarwal,2022,0,0,0,12,,,-0.7124776193787166,,,,,
MA Agarwal,2023,0,0,0,10,,,-0.677698327828237,,,,,
MA Agarwal,2024,0,0,0,4,,,-0.6654600843005194,,,,,
MA Agarwal,2025,0,0,0,4,,,-0.6918613917164442,,,,,
MA Khote,2008,2,51,30,3,10.2,15.0,-0.38715836336934867,0.6309168403481094,-0.6548447652817118,-0.6309168403481094,0.6548447652817118,-0.31617336101425586
MA Starc,2014,17,381,322,14,7.099378881987578,18.941176470588236,2.098547067020466,-0.6834129945369619,-0.3817224310110978,0.6834129945369619,0.3817224310110978,1.3457264462498344
MA Starc,2015,22,273,258,12,6.348837209302326,11.727272727272727,2.670896222031719,-1.1067271684531543,-0.7644034062017621,1.1067271684531543,0.7644034062017621,1.8374631309047278
MA Starc,2024,20,414,251,13,9.896414342629482,12.55,2.4990713746029747,-0.06461985804862636,-0.784529650692551,0.06461985804862636,0.784529650692551,1.3898320852223893
MA Starc,2025,19,366,233,12,9.42489270386266,12.263157894736842,2.3405184105009584,-0.26841674855243247,-0.791155151937276,0.26841674855243247,0.791155151937276,1.382878340034422
MA Wood,2018,0,48,24,1,12.0,,-0.7600661620678525,1.6293623853004553,,-1.6293623853004553,,
MA Wood,2023,11,124,96,4,7.75,8.727272727272727,1.0344208542345288,-0.565365038890667,-1.0418412201207345,0.565365038890667,1.0418412201207345,0.8713643737471081
MB Parmar,2010,0,32,18,1,10.666666666666666,,-0.7358886929133128,1.0515034865693254,,-1.0515034865693254,,
MC Henriques,2009,2,104,73,4,8.54794520547945,36.5,-0.3840615583088711,0.4802201966409688,0.9963360754221481,-0.4802201966409688,-0.9963360754221481,-0.5095582592920969
MC Henriques,2010,1,35,24,1,8.75,24.0,-0.5531923322593836,0.17341071784815867,0.22926999822077943,-0.17341071784815867,-0.22926999822077943,-0.37168041710966426
MC Henriques,2013,8,180,127,10,8.503937007874015,15.875,0.45585485398183545,0.4156032194157367,-0.5639863218139788,-0.4156032194157367,0.5639863218139788,0.16706424846750673
MC Henriques,2014,4,93,60,4,9.3,15.0,-0.06797801366523976,0.4423651894544214,-0.6308579211556379,-0.4423651894544214,0.6308579211556379,-0.09418813496832167
MC Henriques,2015,11,151,150,9,6.039999999999999,13.636363636363637,0.970944316947684,-1.2813447093656543,-0.6545979658797572,1.2813447093656543,0.6545979658797572,1.0321325016337846
MC Henriques,2016,14,409,312,17,7.865384615384615,22.285714285714285,1.656855137621917,-0.18317500270546683,-0.2252114962019925,0.18317500270546683,0.2252114962019925,0.9263205441881708
MC Henriques,2017,2,239,144,12,9.958333333333334,72.0,-0.39345083853783797,0.5526496138313275,4.035995391300249,-0.5526496138313275,-4.035995391300249,-0.995552092804921
MC Henriques,2021,4,44,60,5,4.3999999999999995,15.0,-0.0402738484957314,-2.2897601818414035,-0.6456433232032482,2.2897601818414035,0.6456433232032482,0.8781256378771126
MC Juneja,2013,0,0,0,7,,,-0.643807316854346,,,,,
MD Mishra,2010,0,0,0,11,,,-0.7358886929133128,,,,,
MD Mishra,2011,0,0,0,5,,,-0.7023003869943175,,,,,
MD Mishra,2012,0,0,0,1,,,-0.7175879219576333,,,,,
MD Shanaka,2023,0,0,0,3,,,-0.677698327828237,,,,,
MDKJ Perera,2013,0,0,0,2,,,-0.643807316854346,,,,,
MEK Hussey,2008,0,0,0,3,,,-0.7229054535541496,,,,,
MEK Hussey,2010,0,0,0,3,,,-0.7358886929133128,,,,,
MEK Hussey,2011,0,0,0,14,,,-0.7023003869943175,,,,,
MEK Hussey,2012,0,0,0,8,,,-0.7175879219576333,,,,,
MEK Hussey,2013,0,0,0,17,,,-0.643807316854346,,,,,
MEK Hussey,2014,0,0,0,9,,,-0.7346011154146876,,,,,
MEK Hussey,2015,0,0,0,4,,,-0.729007588136351,,,,,
MF Maharoof,2008,19,238,216,10,6.611111111111111,11.368421052631579,2.4666919032014594,-0.7205101413091134,-1.0540471889156857,0.7205101413091134,1.0540471889156857,1.6436315793962721
MF Maharoof,2009,4,58,60,3,5.8,15.0,-0.03587388182005939,-0.8196714852684113,-0.4967455198616645,0.8196714852684113,0.4967455198616645,0.3434599069131639
MF Maharoof,2010,10,196,144,7,8.166666666666668,14.4,1.0910749136259796,-0.09383490741480464,-0.5756908310649662,0.09383490741480464,0.5756908310649662,0.6647332990679163
MG Bracewell,2023,6,95,66,5,8.636363636363637,11.0,0.256184862387817,-0.13145201720281463,-0.8786578862947654,0.13145201720281463,0.8786578862947654,0.3058993201591084
MG Johnson,2013,24,436,384,17,6.8125,16.0,2.655179195654198,-0.4809047422243619,-0.553618897910089,0.4809047422243619,0.553618897910089,1.578949092292139
MG Johnson,2014,17,419,321,14,7.83177570093458,18.88235294117647,2.098547067020466,-0.3087386109975018,-0.38544087116250886,0.3087386109975018,0.38544087116250886,1.215148178033735
MG Johnson,2015,11,321,218,9,8.8348623853211,19.818181818181817,0.970944316947684,0.2988793770263119,-0.2990374924561225,-0.2988793770263119,0.2990374924561225,0.4257200003830512
MG Johnson,2016,3,103,66,3,9.363636363636363,22.0,-0.20215985862526942,0.6565191044764025,-0.23946500651669436,-0.6565191044764025,0.23946500651669436,-0.2949418649018714
MG Johnson,2017,9,135,120,5,6.75,13.333333333333334,0.7452182549050005,-0.9508784295847832,-0.7515958119337806,0.9508784295847832,0.7515958119337806,0.8181559495972415
MG Johnson,2018,2,209,126,6,9.952380952380953,63.0,-0.4450456943401473,0.5267829286649656,4.5702557486864,-0.5267829286649656,-4.5702557486864,-1.0924352345057717
MG Neser,2013,0,59,24,1,14.75,,-0.643807316854346,3.7261877550968943,,-3.7261877550968943,,
MJ Clarke,2012,3,67,66,6,6.090909090909091,22.0,-0.24533636071597031,-0.9162038010150548,-0.09734610722902602,0.9162038010150548,0.09734610722902602,0.21260506608163793
MJ Guptill,2016,0,0,0,3,,,-0.7091639485108657,,,,,
MJ Guptill,2017,0,0,0,7,,,-0.7187848652357918,,,,,
MJ Guptill,2019,0,0,0,3,,,-0.6646256128631671,,,,,
MJ Henry,2017,2,70,30,2,14.0,15.0,-0.39345083853783797,2.4467044217711025,-0.6155846982055412,-2.4467044217711025,0.6155846982055412,-0.9607342621579738
MJ Henry,2024,1,108,72,4,9.0,72.0,-0.5072335113553447,-0.3408411510791507,3.643334000663133,0.3408411510791507,-3.643334000663133,-0.6808224528994395
MJ Lumb,2010,0,0,0,11,,,-0.7358886929133128,,,,,
MJ Lumb,2011,0,0,0,1,,,-0.7023003869943175,,,,,
MJ McClenaghan,2015,18,363,282,12,7.723404255319148,15.666666666666666,2.0527318929102516,-0.32954258652717117,-0.5378207515690536,0.32954258652717117,0.5378207515690536,1.2223789644749936
MJ McClenaghan,2016,18,420,320,14,7.875,17.77777777777778,2.332860590802712,-0.17778606736182564,-0.4501002145006227,0.17778606736182564,0.4501002145006227,1.2961704511530883
MJ McClenaghan,2017,20,464,324,14,8.592592592592592,16.2,2.534555401743747,-0.08738036136023536,-0.5176566963212088,0.08738036136023536,0.5176566963212088,1.375509331796137
MJ McClenaghan,2018,16,311,240,11,7.775,15.0,1.7600975797537892,-0.6456692958619592,-0.6591172369806619,0.6456692958619592,0.6591172369806619,1.2049006289756796
MJ McClenaghan,2019,3,136,108,5,7.555555555555555,36.0,-0.19323916497343183,-0.5671622543526851,0.7401680144140133,0.5671622543526851,-0.7401680144140133,-0.009137995625378134
MJ Owen,2025,0,0,0,1,,,-0.6918613917164442,,,,,
MJ Santner,2019,4,79,84,4,5.642857142857142,21.0,-0.03611034901018674,-1.4429518386924016,-0.2578667600701108,1.4429518386924016,0.2578667600701108,0.5256579830477638
MJ Santner,2020,2,53,42,2,7.571428571428571,21.0,-0.37199746885347906,-0.5023000200078338,-0.39257044603492103,0.5023000200078338,0.39257044603492103,0.04869183948124044
MJ Santner,2022,4,130,114,6,6.842105263157895,28.5,-0.11481427420451726,-0.6941412738797287,0.6242399539927277,0.6941412738797287,-0.6242399539927277,0.09190631565673722
