Player,Season,total_wickets,total_runs_conceded,total_balls_bowled,total_dot_balls,total_boundaries_conceded,total_innings_bowled,Economy_Rate,Balls_Per_Wicket,Dot_Ball_Percentage
JP Duminy,2011,4,140,108,44,18,10,7.777777777777778,27.0,40.74074074074074
JP Duminy,2012,1,98,72,22,11,9,8.166666666666668,72.0,30.555555555555557
JP Duminy,2014,3,230,198,60,22,14,6.969696969696969,66.0,30.303030303030305
JP Duminy,2015,8,121,102,33,12,14,7.117647058823529,12.75,32.35294117647059
JP Duminy,2016,2,54,42,12,6,9,7.714285714285715,21.0,28.57142857142857
JP Duminy,2018,0,36,18,6,6,3,12.0,,33.33333333333333
JP Faulkner,2011,1,9,12,7,1,1,4.5,12.0,58.333333333333336
JP Faulkner,2012,3,71,48,14,10,2,8.875,16.0,29.166666666666668
JP Faulkner,2013,33,411,379,161,50,16,6.506596306068602,11.484848484848484,42.480211081794195
JP Faulkner,2014,16,407,264,72,53,13,9.25,16.5,27.27272727272727
JP Faulkner,2015,9,415,270,88,58,13,9.222222222222221,30.0,32.592592592592595
JP Faulkner,2016,2,160,102,21,18,7,9.411764705882353,51.0,20.588235294117645
JP Faulkner,2017,11,268,163,36,37,8,9.865030674846626,14.818181818181818,22.085889570552148
JP Inglis,2025,0,0,0,0,0,11,,,0.0
JPR Scantlebury-Searles,2018,2,86,42,7,11,3,12.285714285714285,21.0,16.666666666666664
JR Hazlewood,2020,1,63,60,29,10,3,6.300000000000001,60.0,48.333333333333336
JR Hazlewood,2021,11,288,210,81,42,9,8.228571428571428,19.09090909090909,38.57142857142858
JR Hazlewood,2022,21,367,279,120,53,12,7.89247311827957,13.285714285714286,43.01075268817204
JR Hazlewood,2023,3,71,54,29,12,3,7.888888888888889,18.0,53.70370370370371
JR Hazlewood,2025,22,380,264,117,61,12,8.636363636363637,12.0,44.31818181818182
JR Hopes,2008,7,273,168,52,39,11,9.75,24.0,30.952380952380953
JR Hopes,2011,7,266,192,53,33,9,8.3125,27.428571428571427,27.604166666666668
JR Philippe,2020,0,0,0,0,0,5,,,0.0
JW Hastings,2014,1,28,18,9,6,1,9.333333333333334,18.0,50.0
JW Hastings,2016,2,35,40,22,5,2,5.25,20.0,55.00000000000001
Jalaj S Saxena,2021,0,27,18,5,4,1,9.0,,27.77777777777778
Jaskaran Singh,2009,0,31,18,8,5,1,10.333333333333334,,44.44444444444444
Jaskaran Singh,2010,6,125,84,31,21,6,8.928571428571429,14.0,36.904761904761905
Joginder Sharma,2008,9,216,148,43,28,8,8.756756756756756,16.444444444444443,29.054054054054053
Joginder Sharma,2009,2,56,42,9,6,4,8.0,21.0,21.428571428571427
Joginder Sharma,2010,2,78,48,14,12,3,9.75,24.0,29.166666666666668
Joginder Sharma,2011,0,32,18,5,5,1,10.666666666666666,,27.77777777777778
K Goel,2008,0,25,12,2,3,6,12.5,,16.666666666666664
K Goel,2009,0,60,48,16,8,8,7.5,,33.33333333333333
K Goel,2010,0,7,6,1,0,2,7.0,,16.666666666666664
K Gowtham,2018,11,308,240,87,43,15,7.700000000000001,21.818181818181817,36.25
K Gowtham,2019,1,164,120,34,21,7,8.2,120.0,28.333333333333332
K Gowtham,2020,1,84,48,11,10,2,10.5,48.0,22.916666666666664
K Gowtham,2022,5,99,72,31,14,4,8.25,14.4,43.05555555555556
K Gowtham,2023,3,114,96,39,12,7,7.125,32.0,40.625
K Gowtham,2024,0,28,12,4,5,1,14.0,,33.33333333333333
K Kartikeya,2022,5,102,78,29,13,4,7.846153846153847,15.6,37.17948717948718
K Kartikeya,2023,5,219,156,40,24,8,8.423076923076923,31.2,25.64102564102564
K Kartikeya,2025,2,76,48,16,11,4,9.5,24.0,33.33333333333333
K Khejroliya,2018,2,102,65,15,13,3,9.415384615384616,32.5,23.076923076923077
K Khejroliya,2019,1,45,30,10,6,2,9.0,30.0,33.33333333333333
K Khejroliya,2023,2,60,26,7,9,2,13.846153846153845,13.0,26.923076923076923
K Khejroliya,2025,1,28,18,4,4,1,9.333333333333334,18.0,22.22222222222222
K Rabada,2017,8,170,128,48,24,6,7.96875,16.0,37.5
K Rabada,2019,29,363,288,109,50,12,7.5625,9.931034482758621,37.84722222222222
K Rabada,2020,32,532,397,151,72,17,8.040302267002518,12.40625,38.0352644836272
K Rabada,2021,16,444,336,130,56,15,7.928571428571429,21.0,38.69047619047619
K Rabada,2022,23,382,288,128,59,13,7.958333333333333,12.521739130434783,44.44444444444444
K Rabada,2023,7,217,138,58,34,6,9.434782608695652,19.714285714285715,42.028985507246375
K Rabada,2024,11,362,252,93,55,11,8.619047619047619,22.90909090909091,36.904761904761905
K Rabada,2025,2,158,84,22,23,4,11.285714285714285,42.0,26.190476190476193
K Santokie,2014,3,87,48,15,12,2,10.875,16.0,31.25
K Upadhyay,2012,0,33,24,10,5,1,8.25,,41.66666666666667
K Upadhyay,2013,0,46,30,10,7,2,9.200000000000001,,33.33333333333333
K Yadav,2021,0,16,12,4,3,1,8.0,,33.33333333333333
K Yadav,2023,2,68,42,9,7,2,9.714285714285715,21.0,21.428571428571427
KA Jamieson,2021,9,252,168,69,40,9,9.0,18.666666666666668,41.07142857142857
KA Jamieson,2025,5,143,90,34,22,4,9.533333333333333,18.0,37.77777777777778
KA Maharaj,2024,2,39,36,11,3,2,6.5,18.0,30.555555555555557
KA Pollard,2010,17,262,222,58,22,14,7.081081081081081,13.058823529411764,26.126126126126124
KA Pollard,2011,13,340,255,73,43,16,8.0,19.615384615384617,28.627450980392155
KA Pollard,2012,18,327,263,85,38,14,7.4600760456273765,14.61111111111111,32.31939163498099
KA Pollard,2013,10,281,186,60,38,18,9.064516129032258,18.6,32.25806451612903
KA Pollard,2014,2,252,150,33,33,15,10.08,75.0,22.0
KA Pollard,2015,6,115,76,14,13,15,9.078947368421051,12.666666666666666,18.421052631578945
KA Pollard,2016,0,80,36,4,11,12,13.333333333333334,,11.11111111111111
KA Pollard,2017,0,29,11,0,4,16,15.818181818181817,,0.0
KA Pollard,2018,0,0,0,0,0,8,,,0.0
KA Pollard,2019,0,0,0,0,0,12,,,0.0
KA Pollard,2020,4,178,126,33,20,14,8.476190476190476,31.5,26.190476190476193
KA Pollard,2021,6,89,79,26,10,14,6.759493670886076,13.166666666666666,32.91139240506329
KA Pollard,2022,4,122,84,19,15,11,8.714285714285714,21.0,22.61904761904762
KAJ Roach,2010,0,76,48,20,13,2,9.5,,41.66666666666667
KB Arun Karthik,2010,0,0,0,0,0,1,,,0.0
KB Arun Karthik,2011,0,0,0,0,0,2,,,0.0
KB Arun Karthik,2013,0,0,0,0,0,5,,,0.0
KC Cariappa,2015,1,28,12,3,5,1,14.0,12.0,25.0
KC Cariappa,2016,3,150,102,35,17,5,8.823529411764707,34.0,34.31372549019608
KC Cariappa,2017,4,123,90,22,14,4,8.2,22.5,24.444444444444443
KC Cariappa,2019,0,33,12,1,5,1,16.5,,8.333333333333332
KC Sangakkara,2008,0,0,0,0,0,9,,,0.0
KC Sangakkara,2009,0,0,0,0,0,13,,,0.0
KC Sangakkara,2010,0,0,0,0,0,12,,,0.0
KC Sangakkara,2011,0,0,0,0,0,13,,,0.0
KC Sangakkara,2012,0,0,0,0,0,12,,,0.0
KC Sangakkara,2013,0,0,0,0,0,9,,,0.0
KD Karthik,2008,0,0,0,0,0,8,,,0.0
KD Karthik,2009,0,0,0,0,0,13,,,0.0
KD Karthik,2010,0,0,0,0,0,14,,,0.0
KD Karthik,2011,0,0,0,0,0,13,,,0.0
KD Karthik,2012,0,0,0,0,0,14,,,0.0
KD Karthik,2013,0,0,0,0,0,19,,,0.0
KD Karthik,2014,0,0,0,0,0,14,,,0.0
KD Karthik,2015,0,0,0,0,0,11,,,0.0
KD Karthik,2016,0,0,0,0,0,15,,,0.0
KD Karthik,2017,0,0,0,0,0,13,,,0.0
KD Karthik,2018,0,0,0,0,0,16,,,0.0
KD Karthik,2019,0,0,0,0,0,12,,,0.0
KD Karthik,2020,0,0,0,0,0,14,,,0.0
KD Karthik,2021,0,0,0,0,0,15,,,0.0
KD Karthik,2022,0,0,0,0,0,16,,,0.0
KD Karthik,2023,0,0,0,0,0,13,,,0.0
KD Karthik,2024,0,0,0,0,0,13,,,0.0
KH Pandya,2016,7,225,187,53,21,12,7.219251336898395,26.714285714285715,28.342245989304814
KH Pandya,2017,9,266,240,73,25,13,6.65,26.666666666666668,30.416666666666664
KH Pandya,2018,13,279,241,82,29,14,6.946058091286307,18.53846153846154,34.024896265560166
KH Pandya,2019,12,329,276,92,36,16,7.1521739130434785,23.0,33.33333333333333
KH Pandya,2020,6,360,301,95,38,16,7.17607973421927,50.166666666666664,31.561461794019934
KH Pandya,2021,5,244,199,66,26,13,7.35678391959799,39.8,33.165829145728644
KH Pandya,2022,11,261,228,68,26,14,6.868421052631579,20.727272727272727,29.82456140350877
KH Pandya,2023,9,312,252,92,41,15,7.428571428571429,28.0,36.507936507936506
KH Pandya,2024,6,240,198,55,24,14,7.272727272727273,33.0,27.77777777777778
KH Pandya,2025,17,370,276,83,42,15,8.043478260869565,16.235294117647058,30.07246376811594
KJ Abbott,2016,2,169,96,28,29,5,10.5625,48.0,29.166666666666668
KK Ahmed,2018,0,37,18,6,6,1,12.333333333333332,,33.33333333333333
KK Ahmed,2019,20,274,209,83,40,9,7.866028708133971,10.45,39.71291866028708
KK Ahmed,2020,10,238,154,59,33,7,9.272727272727273,15.4,38.311688311688314
KK Ahmed,2021,5,212,162,53,29,7,7.851851851851852,32.4,32.71604938271605
KK Ahmed,2022,16,308,235,110,47,10,7.863829787234042,14.6875,46.808510638297875
KK Ahmed,2023,10,281,198,81,44,9,8.515151515151516,19.8,40.909090909090914
KK Ahmed,2024,17,452,300,120,73,14,9.04,17.647058823529413,40.0
KK Ahmed,2025,16,431,280,131,75,14,9.235714285714286,17.5,46.785714285714285
KK Cooper,2012,10,169,144,52,19,6,7.041666666666667,14.4,36.11111111111111
KK Cooper,2013,22,424,324,98,49,14,7.851851851851852,14.727272727272727,30.246913580246915
KK Cooper,2014,4,132,108,34,15,5,7.333333333333334,27.0,31.48148148148148
KK Nair,2013,0,0,0,0,0,2,,,0.0
KK Nair,2014,0,0,0,0,0,11,,,0.0
KK Nair,2015,0,0,0,0,0,12,,,0.0
KK Nair,2016,0,0,0,0,0,12,,,0.0
KK Nair,2017,0,0,0,0,0,13,,,0.0
KK Nair,2018,0,0,0,0,0,12,,,0.0
KK Nair,2019,0,0,0,0,0,1,,,0.0
KK Nair,2020,0,0,0,0,0,3,,,0.0
KK Nair,2022,0,0,0,0,0,2,,,0.0
KK Nair,2025,0,0,0,0,0,8,,,0.0
KL Nagarkoti,2020,5,227,156,44,26,10,8.73076923076923,31.2,28.205128205128204
KL Nagarkoti,2021,0,25,12,2,3,1,12.5,,16.666666666666664
KL Nagarkoti,2022,0,28,12,4,6,1,14.0,,33.33333333333333
KL Rahul,2013,0,0,0,0,0,2,,,0.0
KL Rahul,2014,0,0,0,0,0,8,,,0.0
KL Rahul,2015,0,0,0,0,0,8,,,0.0
KL Rahul,2016,0,0,0,0,0,12,,,0.0
KL Rahul,2018,0,0,0,0,0,14,,,0.0
KL Rahul,2019,0,0,0,0,0,14,,,0.0
KL Rahul,2020,0,0,0,0,0,14,,,0.0
KL Rahul,2021,0,0,0,0,0,13,,,0.0
KL Rahul,2022,0,0,0,0,0,14,,,0.0
KL Rahul,2023,0,0,0,0,0,9,,,0.0
KL Rahul,2024,0,0,0,0,0,14,,,0.0
KL Rahul,2025,0,0,0,0,0,13,,,0.0
KM Asif,2018,3,73,36,16,13,2,12.166666666666666,12.0,44.44444444444444
KM Asif,2021,1,16,13,2,1,1,7.384615384615385,13.0,15.384615384615385
KM Asif,2023,3,129,84,28,16,4,9.214285714285715,28.0,33.33333333333333
KM Jadhav,2010,0,0,0,0,0,5,,,0.0
KM Jadhav,2011,0,0,0,0,0,4,,,0.0
KM Jadhav,2013,0,0,0,0,0,10,,,0.0
KM Jadhav,2014,0,0,0,0,0,10,,,0.0
KM Jadhav,2015,0,0,0,0,0,12,,,0.0
KM Jadhav,2016,0,0,0,0,0,3,,,0.0
KM Jadhav,2017,0,0,0,0,0,13,,,0.0
KM Jadhav,2018,0,0,0,0,0,1,,,0.0
KM Jadhav,2019,0,0,0,0,0,12,,,0.0
KM Jadhav,2020,0,0,0,0,0,5,,,0.0
KM Jadhav,2021,0,0,0,0,0,5,,,0.0
KM Jadhav,2023,0,0,0,0,0,1,,,0.0
KMA Paul,2019,9,202,163,52,24,8,7.435582822085889,18.11111111111111,31.901840490797547
KMDN Kulasekara,2011,1,25,18,7,4,1,8.333333333333332,18.0,38.88888888888889
KMDN Kulasekara,2012,5,90,84,38,12,4,6.428571428571429,16.8,45.23809523809524
KP Appanna,2009,2,87,72,18,8,5,7.25,36.0,25.0
KP Appanna,2010,3,49,42,15,5,2,7.0,14.0,35.714285714285715
KP Appanna,2012,6,142,102,35,18,6,8.352941176470587,17.0,34.31372549019608
KP Pietersen,2009,5,79,78,26,6,6,6.076923076923077,15.6,33.33333333333333
KP Pietersen,2010,3,77,60,18,8,7,7.700000000000001,20.0,30.0
KP Pietersen,2012,1,49,36,10,5,8,8.166666666666668,36.0,27.77777777777778
KP Pietersen,2014,0,0,0,0,0,11,,,0.0
KP Pietersen,2016,0,0,0,0,0,4,,,0.0
KR Mayers,2023,0,53,42,14,8,13,7.571428571428571,,33.33333333333333
KR Sen,2022,8,230,151,56,35,7,9.139072847682119,18.875,37.086092715231786
KR Sen,2023,0,23,18,5,3,2,7.666666666666666,,27.77777777777778
KR Sen,2024,6,111,72,22,17,3,9.25,12.0,30.555555555555557
KS Bharat,2021,0,0,0,0,0,6,,,0.0
KS Bharat,2022,0,0,0,0,0,2,,,0.0
KS Rathore,2025,0,0,0,0,0,1,,,0.0
KS Sharma,2022,0,0,0,0,0,1,,,0.0
KS Sharma,2023,0,0,0,0,0,2,,,0.0
KS Williamson,2015,0,0,0,0,0,2,,,0.0
KS Williamson,2016,0,7,6,2,1,6,7.0,,33.33333333333333
KS Williamson,2017,0,0,0,0,0,7,,,0.0
KS Williamson,2018,0,0,0,0,0,17,,,0.0
KS Williamson,2019,0,0,0,0,0,9,,,0.0
KS Williamson,2020,0,24,12,0,2,11,12.0,,0.0
KS Williamson,2021,0,0,0,0,0,10,,,0.0
KS Williamson,2022,0,0,0,0,0,12,,,0.0
KS Williamson,2024,0,0,0,0,0,2,,,0.0
KT Maphaka,2024,1,86,36,11,17,2,14.333333333333332,36.0,30.555555555555557
KT Maphaka,2025,1,52,30,11,9,2,10.4,30.0,36.666666666666664
KV Sharma,2009,0,0,0,0,0,1,,,0.0
KV Sharma,2013,12,228,209,88,25,13,6.545454545454545,17.416666666666668,42.10526315789473
KV Sharma,2014,17,373,304,114,44,14,7.3618421052631575,17.88235294117647,37.5
KV Sharma,2015,11,332,239,65,34,14,8.334728033472803,21.727272727272727,27.19665271966527
KV Sharma,2016,1,169,98,19,21,5,10.346938775510203,98.0,19.387755102040817
KV Sharma,2017,13,209,184,75,23,9,6.815217391304348,14.153846153846153,40.76086956521739
KV Sharma,2018,4,88,57,15,10,5,9.263157894736842,14.25,26.31578947368421
KV Sharma,2019,1,33,17,4,4,1,11.647058823529411,17.0,23.52941176470588
KV Sharma,2020,5,161,114,27,17,5,8.473684210526315,22.8,23.684210526315788
KV Sharma,2023,11,220,129,37,29,7,10.232558139534884,11.727272727272727,28.68217054263566
KV Sharma,2024,6,249,144,39,35,9,10.375,24.0,27.083333333333332
KV Sharma,2025,7,127,90,24,15,5,8.466666666666667,12.857142857142858,26.666666666666668
KW Richardson,2013,2,99,71,28,13,3,8.366197183098592,35.5,39.436619718309856
KW Richardson,2014,10,201,162,62,26,7,7.444444444444445,16.2,38.2716049382716
KW Richardson,2016,8,130,84,34,19,4,9.285714285714286,10.5,40.476190476190474
KW Richardson,2021,1,28,18,5,5,1,9.333333333333334,18.0,27.77777777777778
Kamran Akmal,2008,0,0,0,0,0,6,,,0.0
Kamran Khan,2009,10,129,112,40,18,5,6.910714285714285,11.2,35.714285714285715
Kamran Khan,2010,4,51,36,18,9,3,8.5,9.0,50.0
Kamran Khan,2011,0,47,18,5,8,1,15.666666666666668,,27.77777777777778
Karanveer Singh,2014,12,158,120,42,18,5,7.9,10.0,35.0
Karanveer Singh,2015,2,154,84,22,20,4,11.0,42.0,26.190476190476193
Karim Janat,2025,0,30,6,0,6,1,30.0,,0.0
Kartik Tyagi,2020,10,351,229,78,48,10,9.19650655021834,22.9,34.06113537117904
Kartik Tyagi,2021,4,112,84,36,19,4,8.0,21.0,42.857142857142854
Kartik Tyagi,2022,1,72,48,20,11,2,9.0,48.0,41.66666666666667
Kartik Tyagi,2023,1,78,37,10,15,3,12.648648648648647,37.0,27.027027027027028
Kartik Tyagi,2024,0,49,24,4,8,1,12.25,,16.666666666666664
Kuldeep Yadav,2016,7,94,72,28,11,3,7.833333333333334,10.285714285714286,38.88888888888889
Kuldeep Yadav,2017,11,335,246,74,35,12,8.170731707317074,22.363636363636363,30.081300813008134
Kuldeep Yadav,2018,18,410,308,90,44,16,7.987012987012987,17.11111111111111,29.22077922077922
Kuldeep Yadav,2019,5,282,198,54,32,9,8.545454545454547,39.6,27.27272727272727
Kuldeep Yadav,2020,1,89,72,16,6,5,7.416666666666667,72.0,22.22222222222222
Kuldeep Yadav,2022,21,411,298,96,51,14,8.275167785234899,14.19047619047619,32.21476510067114
Kuldeep Yadav,2023,10,355,294,82,32,14,7.244897959183673,29.4,27.89115646258503
Kuldeep Yadav,2024,16,363,258,80,39,11,8.44186046511628,16.125,31.007751937984494
Kuldeep Yadav,2025,16,383,318,106,39,14,7.2264150943396235,19.875,33.33333333333333
Kumar Kushagra,2024,0,0,0,0,0,3,,,0.0
L Ablish,2010,5,33,24,7,5,2,8.25,4.8,29.166666666666668
L Ablish,2011,0,39,18,3,7,1,13.0,,16.666666666666664
L Balaji,2008,11,278,198,60,39,9,8.424242424242424,18.0,30.303030303030305
L Balaji,2009,14,311,224,70,39,13,8.330357142857142,16.0,31.25
L Balaji,2010,10,192,140,50,27,7,8.228571428571428,14.0,35.714285714285715
L Balaji,2011,13,350,266,89,47,14,7.894736842105264,20.46153846153846,33.45864661654135
L Balaji,2012,12,151,180,83,16,8,5.033333333333333,15.0,46.111111111111114
L Balaji,2013,13,375,300,113,48,13,7.5,23.076923076923077,37.666666666666664
L Balaji,2014,12,286,204,72,40,9,8.411764705882351,17.0,35.294117647058826
L Ngidi,2018,13,149,156,74,19,7,5.730769230769231,12.0,47.43589743589743
L Ngidi,2020,10,147,96,33,22,4,9.1875,9.6,34.375
L Ngidi,2021,5,122,72,24,18,3,10.166666666666666,14.4,33.33333333333333
L Ngidi,2025,4,81,48,13,11,2,10.125,12.0,27.083333333333332
L Ronchi,2008,0,0,0,0,0,4,,,0.0
L Ronchi,2009,0,0,0,0,0,1,,,0.0
L Wood,2024,1,91,36,8,17,2,15.166666666666666,36.0,22.22222222222222
LA Carseldine,2009,1,5,6,4,1,5,5.0,6.0,66.66666666666666
LA Pomersbach,2008,0,0,0,0,0,5,,,0.0
LA Pomersbach,2009,0,0,0,0,0,4,,,0.0
LA Pomersbach,2011,0,0,0,0,0,4,,,0.0
LA Pomersbach,2013,0,0,0,0,0,3,,,0.0
LB Williams,2024,1,61,36,12,10,2,10.166666666666666,36.0,33.33333333333333
LE Plunkett,2018,4,221,150,39,27,7,8.84,37.5,26.0
LH Ferguson,2017,5,84,78,40,13,4,6.461538461538462,15.6,51.28205128205128
LH Ferguson,2019,2,178,102,28,27,5,10.470588235294118,51.0,27.450980392156865
LH Ferguson,2020,9,143,122,47,19,5,7.032786885245902,13.555555555555555,38.52459016393443
LH Ferguson,2021,14,217,180,74,30,8,7.2333333333333325,12.857142857142858,41.11111111111111
LH Ferguson,2022,15,411,286,110,62,13,8.622377622377623,19.066666666666666,38.46153846153847
LH Ferguson,2023,1,80,46,14,12,3,10.434782608695652,46.0,30.434782608695656
LH Ferguson,2024,10,248,144,38,36,7,10.333333333333334,14.4,26.38888888888889
LH Ferguson,2025,6,93,68,25,12,4,8.205882352941178,11.333333333333334,36.76470588235294
LI Meriwala,2021,1,27,18,6,4,1,9.0,18.0,33.33333333333333
LJ Wright,2012,0,24,12,2,3,1,12.0,,16.666666666666664
LJ Wright,2013,2,96,59,12,11,6,9.76271186440678,29.5,20.33898305084746
LMP Simmons,2014,1,34,18,2,4,8,11.333333333333332,18.0,11.11111111111111
LMP Simmons,2015,0,0,0,0,0,13,,,0.0
LMP Simmons,2016,0,0,0,0,0,1,,,0.0
LMP Simmons,2017,0,0,0,0,0,7,,,0.0
LPC Silva,2008,0,21,6,0,3,3,21.0,,0.0
LR Shukla,2008,6,111,72,18,14,13,9.25,12.0,25.0
LR Shukla,2009,5,95,84,38,13,8,6.785714285714286,16.8,45.23809523809524
LR Shukla,2010,3,106,72,19,12,4,8.833333333333334,24.0,26.38888888888889
LR Shukla,2011,0,0,0,0,0,1,,,0.0
LR Shukla,2012,1,12,12,5,1,9,6.0,12.0,41.66666666666667
LR Shukla,2013,1,22,18,7,3,3,7.333333333333334,18.0,38.88888888888889
LR Shukla,2014,1,81,56,22,12,5,8.678571428571429,56.0,39.285714285714285
LRPL Taylor,2008,0,0,0,0,0,4,,,0.0
LRPL Taylor,2009,0,12,6,0,1,11,12.0,,0.0
LRPL Taylor,2010,0,0,0,0,0,7,,,0.0
LRPL Taylor,2011,0,11,6,0,1,11,11.0,,0.0
LRPL Taylor,2012,0,0,0,0,0,12,,,0.0
LRPL Taylor,2013,0,0,0,0,0,5,,,0.0
LRPL Taylor,2014,0,0,0,0,0,4,,,0.0
LS Livingstone,2019,0,13,6,3,2,4,13.0,,50.0
LS Livingstone,2021,0,0,0,0,0,5,,,0.0
LS Livingstone,2022,6,196,138,38,21,14,8.521739130434783,23.0,27.536231884057973
LS Livingstone,2023,2,94,42,5,17,9,13.428571428571429,21.0,11.904761904761903
LS Livingstone,2024,3,81,72,25,9,7,6.75,24.0,34.72222222222222
LS Livingstone,2025,2,76,54,10,8,9,8.444444444444445,27.0,18.51851851851852
Lalit Yadav,2021,4,101,84,21,8,7,7.2142857142857135,21.0,25.0
Lalit Yadav,2022,4,142,108,37,17,10,7.888888888888889,27.0,34.25925925925926
Lalit Yadav,2023,3,114,78,22,14,6,8.769230769230768,26.0,28.205128205128204
Lalit Yadav,2024,0,56,18,2,10,2,18.666666666666668,,11.11111111111111
Liton Das,2023,0,0,0,0,0,1,,,0.0
M Ashwin,2016,7,234,171,55,27,10,8.210526315789474,24.428571428571427,32.16374269005848
M Ashwin,2018,3,50,42,19,7,2,7.142857142857142,14.0,45.23809523809524
M Ashwin,2019,5,247,204,57,26,10,7.26470588235294,40.8,27.941176470588236
M Ashwin,2020,10,233,189,68,29,9,7.396825396825397,18.9,35.978835978835974
M Ashwin,2021,1,91,66,16,9,3,8.272727272727273,66.0,24.242424242424242
M Ashwin,2022,9,223,174,65,28,8,7.689655172413793,19.333333333333332,37.35632183908046
M Ashwin,2023,0,52,24,3,6,2,13.0,,12.5
M Jansen,2021,3,40,36,12,5,2,6.666666666666667,12.0,33.33333333333333
M Jansen,2022,7,261,192,79,37,8,8.15625,27.428571428571427,41.14583333333333
M Jansen,2023,10,231,162,67,37,8,8.555555555555555,16.2,41.358024691358025
M Jansen,2024,2,115,60,18,19,3,11.5,30.0,30.0
M Jansen,2025,16,417,283,105,63,14,8.840989399293287,17.6875,37.102473498233216
M Kaif,2008,0,0,0,0,0,14,,,0.0
M Kaif,2010,0,0,0,0,0,3,,,0.0
M Kaif,2011,0,0,0,0,0,4,,,0.0
M Kaif,2012,0,0,0,0,0,1,,,0.0
M Kartik,2008,5,126,88,31,19,5,8.590909090909092,17.6,35.22727272727273
M Kartik,2009,5,189,204,77,15,10,5.5588235294117645,40.8,37.745098039215684
M Kartik,2010,10,248,234,77,25,10,6.3589743589743595,23.4,32.9059829059829
M Kartik,2011,2,157,125,40,17,6,7.536,62.5,32.0
M Kartik,2012,4,251,216,76,26,11,6.972222222222221,54.0,35.18518518518518
M Kartik,2013,11,275,234,71,25,11,7.051282051282051,21.272727272727273,30.34188034188034
M Kartik,2014,2,90,48,10,11,2,11.25,24.0,20.833333333333336
M Klinger,2011,0,0,0,0,0,4,,,0.0
M Manhas,2009,0,0,0,0,0,6,,,0.0
M Manhas,2010,0,0,0,0,0,8,,,0.0
M Manhas,2011,0,42,42,15,3,10,6.0,,35.714285714285715
M Manhas,2012,0,0,0,0,0,7,,,0.0
M Manhas,2013,0,0,0,0,0,2,,,0.0
M Manhas,2014,0,0,0,0,0,5,,,0.0
M Markande,2018,15,364,264,80,47,14,8.272727272727273,17.6,30.303030303030305
M Markande,2019,1,58,36,11,9,3,9.666666666666668,36.0,30.555555555555557
M Markande,2021,0,26,18,4,3,1,8.666666666666666,,22.22222222222222
M Markande,2022,1,57,42,10,6,2,8.142857142857142,42.0,23.809523809523807
M Markande,2023,12,297,228,76,37,10,7.815789473684211,19.0,33.33333333333333
M Markande,2024,7,248,132,29,31,7,11.272727272727273,18.857142857142858,21.96969696969697
M Morkel,2009,1,38,42,20,4,2,5.428571428571429,42.0,47.61904761904761
M Morkel,2010,0,62,42,15,11,2,8.857142857142858,,35.714285714285715
M Morkel,2011,14,305,258,115,49,11,7.093023255813954,18.428571428571427,44.57364341085272
M Morkel,2012,30,434,378,154,57,16,6.888888888888889,12.6,40.74074074074074
M Morkel,2013,8,327,240,91,43,10,8.175,30.0,37.916666666666664
M Morkel,2014,13,339,288,148,53,12,7.0625,22.153846153846153,51.388888888888886
M Morkel,2015,12,200,168,76,28,7,7.142857142857142,14.0,45.23809523809524
M Morkel,2016,10,290,213,89,44,10,8.169014084507044,21.3,41.78403755868544
M Muralitharan,2008,11,377,348,127,36,15,6.5,31.636363636363637,36.49425287356322
M Muralitharan,2009,16,257,300,144,25,13,5.140000000000001,18.75,48.0
M Muralitharan,2010,16,320,292,123,37,12,6.575342465753424,18.25,42.12328767123288
M Muralitharan,2011,2,137,114,46,16,5,7.2105263157894735,57.0,40.35087719298245
M Muralitharan,2012,15,255,240,82,22,10,6.375,16.0,34.166666666666664
M Muralitharan,2013,3,174,138,42,22,6,7.565217391304348,46.0,30.434782608695656
M Muralitharan,2014,4,121,96,36,14,5,7.5625,24.0,37.5
M Ntini,2008,8,237,210,99,37,9,6.771428571428571,26.25,47.14285714285714
M Pathirana,2022,2,41,41,16,6,2,6.0,20.5,39.02439024390244
M Pathirana,2023,22,329,278,95,36,12,7.100719424460431,12.636363636363637,34.172661870503596
M Pathirana,2024,13,154,132,49,19,6,7.0,10.153846153846153,37.121212121212125
M Pathirana,2025,14,387,251,76,50,12,9.250996015936256,17.928571428571427,30.278884462151396
M Prasidh Krishna,2018,12,251,168,59,38,7,8.964285714285715,14.0,35.11904761904761
M Prasidh Krishna,2019,5,374,248,89,61,11,9.048387096774194,49.6,35.88709677419355
M Prasidh Krishna,2020,4,160,105,35,24,6,9.142857142857142,26.25,33.33333333333333
M Prasidh Krishna,2021,12,322,231,99,48,10,8.363636363636363,19.25,42.857142857142854
M Prasidh Krishna,2022,20,504,399,193,84,17,7.578947368421052,19.95,48.370927318295735
M Prasidh Krishna,2025,26,477,354,135,67,15,8.084745762711865,13.615384615384615,38.13559322033898
M Rawat,2008,0,0,0,0,0,7,,,0.0
M Rawat,2009,0,0,0,0,0,3,,,0.0
M Rawat,2013,0,0,0,0,0,1,,,0.0
M Shahrukh Khan,2021,0,0,0,0,0,10,,,0.0
M Shahrukh Khan,2022,0,0,0,0,0,8,,,0.0
M Shahrukh Khan,2023,0,0,0,0,0,12,,,0.0
M Shahrukh Khan,2024,0,15,12,3,1,7,7.5,,25.0
